Sample_ID,Correctness,Relevance,Hinglish_Naturalness,Human_Avg_Score,LLM_Judge_Score
29,7.6,8.0,7.4,7.67,5.0
29,7.6,8.0,7.4,7.67,8.5
29,7.6,8.0,7.4,7.67,8.5
30,6.4,7.8,5.6,6.6,8.5
30,6.4,7.8,5.6,6.6,8.5
30,6.4,7.8,5.6,6.6,8.5
30,6.4,7.8,5.6,6.6,8.5
30,6.4,7.8,5.6,6.6,8.5
30,6.4,7.8,5.6,6.6,8.5
30,6.4,7.8,5.6,6.6,8.5
30,6.4,7.8,5.6,6.6,8.5
31,8.2,7.6,6.2,7.33,2.0
31,8.2,7.6,6.2,7.33,8.5
31,8.2,7.6,6.2,7.33,8.5
31,8.2,7.6,6.2,7.33,8.5
31,8.2,7.6,6.2,7.33,0.0
31,8.2,7.6,6.2,7.33,8.5
31,8.2,7.6,6.2,7.33,2.0
31,8.2,7.6,6.2,7.33,8.5
32,7.0,6.8,6.8,6.87,8.5
32,7.0,6.8,6.8,6.87,8.5
32,7.0,6.8,6.8,6.87,8.5
32,7.0,6.8,6.8,6.87,8.5
32,7.0,6.8,6.8,6.87,8.5
32,7.0,6.8,6.8,6.87,8.5
32,7.0,6.8,6.8,6.87,8.5
32,7.0,6.8,6.8,6.87,8.5
33,7.8,7.6,7.0,7.47,8.5
33,7.8,7.6,7.0,7.47,8.5
33,7.8,7.6,7.0,7.47,8.5
33,7.8,7.6,7.0,7.47,5.0
33,7.8,7.6,7.0,7.47,8.5
33,7.8,7.6,7.0,7.47,8.5
33,7.8,7.6,7.0,7.47,8.5
33,7.8,7.6,7.0,7.47,8.5
34,7.0,7.0,7.4,7.13,8.5
34,7.0,7.0,7.4,7.13,8.5
34,7.0,7.0,7.4,7.13,8.5
34,7.0,7.0,7.4,7.13,8.5
34,7.0,7.0,7.4,7.13,8.5
34,7.0,7.0,7.4,7.13,8.5
34,7.0,7.0,7.4,7.13,8.5
34,7.0,7.0,7.4,7.13,8.5
35,7.6,7.8,7.6,7.67,8.5
35,7.6,7.8,7.6,7.67,8.5
35,7.6,7.8,7.6,7.67,8.5
35,7.6,7.8,7.6,7.67,8.5
35,7.6,7.8,7.6,7.67,8.5
35,7.6,7.8,7.6,7.67,8.5
35,7.6,7.8,7.6,7.67,8.5
35,7.6,7.8,7.6,7.67,8.5
36,7.4,7.8,6.0,7.07,8.5
36,7.4,7.8,6.0,7.07,8.5
36,7.4,7.8,6.0,7.07,8.5
36,7.4,7.8,6.0,7.07,8.5
36,7.4,7.8,6.0,7.07,8.5
36,7.4,7.8,6.0,7.07,8.5
36,7.4,7.8,6.0,7.07,8.5
36,7.4,7.8,6.0,7.07,8.5
37,7.6,8.6,7.2,7.8,8.5
37,7.6,8.6,7.2,7.8,8.5
37,7.6,8.6,7.2,7.8,8.5
37,7.6,8.6,7.2,7.8,8.5
37,7.6,8.6,7.2,7.8,8.5
37,7.6,8.6,7.2,7.8,8.5
37,7.6,8.6,7.2,7.8,8.5
37,7.6,8.6,7.2,7.8,8.5
38,8.0,8.4,7.2,7.87,8.5
38,8.0,8.4,7.2,7.87,8.5
38,8.0,8.4,7.2,7.87,8.5
38,8.0,8.4,7.2,7.87,8.5
38,8.0,8.4,7.2,7.87,8.5
38,8.0,8.4,7.2,7.87,8.5
38,8.0,8.4,7.2,7.87,2.0
38,8.0,8.4,7.2,7.87,8.5
39,7.2,6.0,7.8,7.0,8.5
39,7.2,6.0,7.8,7.0,8.5
39,7.2,6.0,7.8,7.0,8.5
39,7.2,6.0,7.8,7.0,8.5
39,7.2,6.0,7.8,7.0,5.0
39,7.2,6.0,7.8,7.0,8.5
39,7.2,6.0,7.8,7.0,8.5
39,7.2,6.0,7.8,7.0,8.5
40,6.0,7.4,5.8,6.4,8.5
40,6.0,7.4,5.8,6.4,8.5
40,6.0,7.4,5.8,6.4,8.5
40,6.0,7.4,5.8,6.4,8.5
40,6.0,7.4,5.8,6.4,8.5
40,6.0,7.4,5.8,6.4,8.5
40,6.0,7.4,5.8,6.4,8.5
40,6.0,7.4,5.8,6.4,8.5
41,7.6,5.8,5.8,6.4,5.0
41,7.6,5.8,5.8,6.4,8.5
41,7.6,5.8,5.8,6.4,8.5
41,7.6,5.8,5.8,6.4,8.5
41,7.6,5.8,5.8,6.4,8.5
41,7.6,5.8,5.8,6.4,8.5
41,7.6,5.8,5.8,6.4,8.5
41,7.6,5.8,5.8,6.4,8.5
42,7.2,6.4,6.6,6.73,2.0
42,7.2,6.4,6.6,6.73,2.0
42,7.2,6.4,6.6,6.73,8.5
42,7.2,6.4,6.6,6.73,8.5
42,7.2,6.4,6.6,6.73,2.0
42,7.2,6.4,6.6,6.73,8.5
42,7.2,6.4,6.6,6.73,5.0
42,7.2,6.4,6.6,6.73,8.5
43,7.4,7.0,7.4,7.27,8.5
43,7.4,7.0,7.4,7.27,8.5
43,7.4,7.0,7.4,7.27,8.5
43,7.4,7.0,7.4,7.27,8.5
43,7.4,7.0,7.4,7.27,8.5
43,7.4,7.0,7.4,7.27,8.5
43,7.4,7.0,7.4,7.27,8.5
43,7.4,7.0,7.4,7.27,8.5
44,6.8,6.8,6.4,6.67,8.5
44,6.8,6.8,6.4,6.67,8.5
44,6.8,6.8,6.4,6.67,8.5
44,6.8,6.8,6.4,6.67,8.5
44,6.8,6.8,6.4,6.67,8.5
44,6.8,6.8,6.4,6.67,8.5
44,6.8,6.8,6.4,6.67,8.5
44,6.8,6.8,6.4,6.67,8.5
45,8.0,5.4,7.2,6.87,8.5
45,8.0,5.4,7.2,6.87,8.5
45,8.0,5.4,7.2,6.87,8.5
45,8.0,5.4,7.2,6.87,8.5
45,8.0,5.4,7.2,6.87,8.5
45,8.0,5.4,7.2,6.87,8.5
45,8.0,5.4,7.2,6.87,8.5
45,8.0,5.4,7.2,6.87,8.5
46,6.8,7.8,6.8,7.13,8.5
46,6.8,7.8,6.8,7.13,8.5
46,6.8,7.8,6.8,7.13,9.0
46,6.8,7.8,6.8,7.13,8.5
46,6.8,7.8,6.8,7.13,8.5
46,6.8,7.8,6.8,7.13,8.5
46,6.8,7.8,6.8,7.13,8.5
46,6.8,7.8,6.8,7.13,8.5
47,8.2,7.0,5.6,6.93,8.5
47,8.2,7.0,5.6,6.93,8.5
47,8.2,7.0,5.6,6.93,8.5
47,8.2,7.0,5.6,6.93,8.5
47,8.2,7.0,5.6,6.93,8.5
47,8.2,7.0,5.6,6.93,8.5
47,8.2,7.0,5.6,6.93,8.5
47,8.2,7.0,5.6,6.93,8.5
48,6.6,6.4,7.4,6.8,8.5
48,6.6,6.4,7.4,6.8,8.5
48,6.6,6.4,7.4,6.8,8.5
48,6.6,6.4,7.4,6.8,8.5
48,6.6,6.4,7.4,6.8,8.5
48,6.6,6.4,7.4,6.8,8.5
48,6.6,6.4,7.4,6.8,8.5
48,6.6,6.4,7.4,6.8,8.5
49,5.8,8.4,7.4,7.2,8.5
49,5.8,8.4,7.4,7.2,8.5
49,5.8,8.4,7.4,7.2,8.5
49,5.8,8.4,7.4,7.2,8.5
49,5.8,8.4,7.4,7.2,8.5
49,5.8,8.4,7.4,7.2,8.5
49,5.8,8.4,7.4,7.2,8.5
49,5.8,8.4,7.4,7.2,8.5
50,7.6,7.0,8.0,7.53,8.5
50,7.6,7.0,8.0,7.53,8.5
50,7.6,7.0,8.0,7.53,8.5
50,7.6,7.0,8.0,7.53,8.5
50,7.6,7.0,8.0,7.53,8.5
50,7.6,7.0,8.0,7.53,8.5
50,7.6,7.0,8.0,7.53,8.5
50,7.6,7.0,8.0,7.53,8.5
