sample_id,model,question,technique,generated_answer,latency_sec,tokens,ground_truth,quality_score
2,llama-3.1-8b-instant,"Sir, kya aap bata sakte hain ki Mughal empire ka itihaas kya hai?",chain_of_thought,"Mujhe yah puchha gaya hai ki Mughal Samrajya ka itihaas kya hai. Main ab iske bare mein aapko jankari dena shuru karunga.

**Step 1: Mughal Samrajya ka utpaadan**

Mughal Samrajya ka utpadan 1526 mein hua tha jab Babur, ek Turk-Turkman sultan, Bharat mein aaya aur Delhi ki jang mein Sher Shah Suri ko haraya. Babur ne apne vijay ke baad Delhi ka sultan ban gaya. 

**Step 2: Akbar ki shuruaat**

Babur ke baad, uske putra Akbar ne Mughal Samrajya ko badhaya aur isko ek mahanta samrajya banaya. Akba",9.552,781,"Mughal empire ka itihaas 1526 se 1857 tak ka hai. Iska sansthaapak Babur tha, jo ek turk shaasak tha. Unke baad, Humayun, Akbar, Jahangir, Shahjahan, aur Aurangzeb jaise maharath shaasak huye.",8.5
2,llama-3.1-8b-instant,"Sir, kya aap bata sakte hain ki Mughal empire ka itihaas kya hai?",structured_context,"{""answer"": ""Mughal empire ka itihaas ek bahut hi adbhut aur mahatvapoorn hissa hai Bharat ki itihaas mein. Isne 1526 se 1756 tak Bharat par shasan kiya tha. Ise Babur ne sthaapit kiya tha, jo ek timuri sultan tha. Unhone Akbar, Jahangir, Shahjahan, aur Aurangzeb jaisi prasidh shasakon ka aayojan kiya tha, jo Bharat ki itihaas mein apne aap mein bhut prabhav daalne wale the. Mughal shasan ke dauraan, Bharat mein kalaa, sanskriti, aur vikaas ka ek aur bada suraj aaya tha. Iske alawa, Mughalon ne B",6.935,509,"Mughal empire ka itihaas 1526 se 1857 tak ka hai. Iska sansthaapak Babur tha, jo ek turk shaasak tha. Unke baad, Humayun, Akbar, Jahangir, Shahjahan, aur Aurangzeb jaise maharath shaasak huye.",8.5
2,llama-3.1-8b-instant,"Sir, kya aap bata sakte hain ki Mughal empire ka itihaas kya hai?",hierarchical_context,"Beta, Mughal empire ka itihaas bahut hi majedaar hai. Mughal empire Bharat mein 1526 se 1756 tak chala. Yeh ek bahut hi bada aur prasiddh empire tha, jo apne samay mein Bharat ki sabse badi aur samriddh empire the.

Mughal empire ka uddeshya tha, Bharat ko ek ekikrit aur samriddh desh banane ka. Unhone apne raajya mein adhikar, nyay, aur vibhinn kshetro ke logon ko samman diya. Unhone ek bahut hi sunder aur sophisticated sanskriti ko viksit kiya, jo abhi bhi aaj tak hamare desh ki sanskriti ka e",6.347,635,"Mughal empire ka itihaas 1526 se 1857 tak ka hai. Iska sansthaapak Babur tha, jo ek turk shaasak tha. Unke baad, Humayun, Akbar, Jahangir, Shahjahan, aur Aurangzeb jaise maharath shaasak huye.",8.5
2,llama-3.1-8b-instant,"Sir, kya aap bata sakte hain ki Mughal empire ka itihaas kya hai?",rag_style,"Sir, Mughal empire ka itihaas bahut hi mahatvapoorn hai. Yeh ek bahut hi bada aur samriddh sashan tha, jo Bharat mein 1526 se 1756 tak reha tha. Mughal sultanate ka shuruaat Babar ne kiya tha, jo ek afghani shahi tha. 

Babar ne 1526 mein panipat ki ladai mein Ibrahim Lodhi ko haraya aur Bharat par azaadi pa li. Uske baad, unke poat Mughal sultanate ko bahut hi badha, aur unhone Bharat mein ek samriddh sashan banaya. 

Mughal sultanate ka sabse bada samay Akbar ke shashan ka tha, jinhone 1556 se",5.835,421,"Mughal empire ka itihaas 1526 se 1857 tak ka hai. Iska sansthaapak Babur tha, jo ek turk shaasak tha. Unke baad, Humayun, Akbar, Jahangir, Shahjahan, aur Aurangzeb jaise maharath shaasak huye.",8.5
2,llama-3.1-8b-instant,"Sir, kya aap bata sakte hain ki Mughal empire ka itihaas kya hai?",tree_of_thought,"Mujhe kai tarah sochna hua hai:

1. Mughal empire ka itihaas ek bahut hi mahatvapurn aur samriddh samrajya ka hai. Yah samrajya 1526 mein Babar ne sthapit kiya tha aur 1858 tak chalta raha. Mughal samrajya ka shasan kai mahatvapurn shasakon ne kiya, jaise ki Akbar, Jahangir, Shahjahan aur Aurangzeb.

2. Mughal samrajya ki sthapana ki ghoshna 1526 mein Babar ke dwara ki gai thi jab unhone Delhi par vijay prapt ki. Iske baad, Mughal samrajya ne Bharat mein ek bahut hi mahatvapurn bhoomika nibhaya,",3.896,555,"Mughal empire ka itihaas 1526 se 1857 tak ka hai. Iska sansthaapak Babur tha, jo ek turk shaasak tha. Unke baad, Humayun, Akbar, Jahangir, Shahjahan, aur Aurangzeb jaise maharath shaasak huye.",8.5
2,llama-3.1-8b-instant,"Sir, kya aap bata sakte hain ki Mughal empire ka itihaas kya hai?",agentic_context,"Mughal empire ka itihaas kya hai? Yeh ek bahut hi prasiddh vishvavidyalaya hai jo 16vi shatabdi mein shuru hua tha. 

Mughal sultanate ka gathan Babur ne 1526 mein kiyaa tha, jinhonne Delhi par vijay praapt ki thi. Unke putra Humayun ne bhi apne dada ke baad shasak kiya. Lekin unki aag laagu rahne ke baad, Akbar ne 1556 mein Mughal sultanate ko apne haath mein laaya.

Akbar ek bahut hi shaktishali sultan tha, jinhonne apne rajya ko ekjut karna shuru kiya. Unhone apne rajya mein dharmik samanata ",6.138,615,"Mughal empire ka itihaas 1526 se 1857 tak ka hai. Iska sansthaapak Babur tha, jo ek turk shaasak tha. Unke baad, Humayun, Akbar, Jahangir, Shahjahan, aur Aurangzeb jaise maharath shaasak huye.",8.5
3,llama-3.1-8b-instant,"Ma'am, mitosis kya hota hai, isme kitne phases hote hain?",zero_shot,"Arre, mitosis ek prakriya hai jismein ek jaanvar ke sharir ki cell ka vivaah hone wala hai. Ismein do types ke mitosis hote hain - somatic mitosis aur gametic mitosis.

Somatic mitosis ko hum aam taur par somatic cell division kehte hain, jismein shuruaat mein ek cell mein do cells ban jaati hain. Yah prakriya 4 phases meh hoti hai:

1. Interphase: Ismein cell DNA ka replication hota hai aur cell ki aavashyakataon ke liye sambandhit koshikaaen banati hain.
2. Prophase: Ismein chromatin ki koshik",4.027,526,"Mitosis ek tarah ka cell division process hai, isme 4 phases hote hain - prophase, metaphase, anaphase, aur telophase.",8.5
3,llama-3.1-8b-instant,"Ma'am, mitosis kya hota hai, isme kitne phases hote hain?",few_shot,"Betaa, mitosis yah kuchh aisa hai jo cell ki doubling hoti hai. Ismein aasani se, chaar phases hote hain: Interphase, Prophase, Metaphase, aur Anaphase.

Interphase mein, cell DNA ko prepare karti hai mitosis ke liye. 

Phir, Prophase mein, chromatin threads apne center mein aakar chromosom ban jaate hain. 

Iske baad, Metaphase mein, chromosom centromere ke aas-paas plate par arrange ho jaate hain.

Anaphase mein, chromosom do alag-alag cell mein bante hain. 

Aur phir, telophase aur cytokinesi",5.527,270,"Mitosis ek tarah ka cell division process hai, isme 4 phases hote hain - prophase, metaphase, anaphase, aur telophase.",8.5
3,llama-3.1-8b-instant,"Ma'am, mitosis kya hota hai, isme kitne phases hote hain?",chain_of_thought,"Mitosis kya hota hai?

- Mitosis ek prakaar ka cell division hota hai, jismein ek cell mein dui jagah mein dui aalag cells banate hain.
- Yeh prakriya DNA replication ke baad hoti hai, jab DNA kopaayi ek se do hogi.
- Mitosis ki madad se organism ko apni growth aur repair karne ke liye nayi cells milte hain.

Mitosis mein kitne phases hote hain?

- Mitosis mein 4 phases hote hain: prophase, metaphase, anaphase aur telophase.
- Prophase mein chromosomes banate hain aur nucleolus ko nucleus se ala",2.658,312,"Mitosis ek tarah ka cell division process hai, isme 4 phases hote hain - prophase, metaphase, anaphase, aur telophase.",8.5
3,llama-3.1-8b-instant,"Ma'am, mitosis kya hota hai, isme kitne phases hote hain?",structured_context,"{""answer"": ""Mitosis ek prakaar ka koshikaa upakram hai jo aamtaur par koshikaaon mein hotta hai, jismein vah koshikaa aamtaur par do bade koshikaon mein tod jati hai. Yah prakriya iske liye mahatvapoorn hai kyunki isse koshikaon ko apne aap se alag-alag koshikaon mein badalne aur unke vikas ko badhane mein madad milti hai. Mitosis mein kuchh mahatvapoorn charanon hote hain: "",
""explanation"": ""Mitosis ke charanon mein shaamil hain: "",
""phases"": [
{""name"": ""Prophase"", ""description"": ""Ismein koshik",2.054,513,"Mitosis ek tarah ka cell division process hai, isme 4 phases hote hain - prophase, metaphase, anaphase, aur telophase.",8.5
3,llama-3.1-8b-instant,"Ma'am, mitosis kya hota hai, isme kitne phases hote hain?",hierarchical_context,"Beta, mitosis ek prakriya hai jisme se ek cell duniya ki sabse badi aur sabse zaroori cells banati hai - gamet cells (yoni aur shukra cells) aur somatik cells (jaise ki skin cells aur muscle cells).

Mitosis mein kai phases hote hain, jaise ki:

1. **Prophase**: Is phase mein, DNA apne chromosomes mein badal jaata hai aur mitotic spindle ka nirman hota hai, jo chromosomes ko divide karne ke liye zaroori hai.
2. **Metaphase**: Is phase mein, chromosomes mitotic spindle ke madhyam se center mein a",5.94,429,"Mitosis ek tarah ka cell division process hai, isme 4 phases hote hain - prophase, metaphase, anaphase, aur telophase.",8.5
3,llama-3.1-8b-instant,"Ma'am, mitosis kya hota hai, isme kitne phases hote hain?",rag_style,"Ma'am, mitosis ek prakaar ki prakriya hai jisme ek jeevik sella do jeevik sellon mein badal jata hai. Ye prakriya do phases mein hoti hai - Interphase aur M-phase.

Interphase mein, sella apne DNA ko dubara seedha karta hai aur apni vikas ki taiyaari karti hai. Iske baad M-phase hota hai, jisme sella do jeevik sellon mein badal jata hai. M-phase mein do phases hote hain - Prophase, Metaphase, Anaphase aur Telophase.

- Prophase mein, sella apne DNA ko guthne lagta hai aur centrioles banate hain.",4.709,327,"Mitosis ek tarah ka cell division process hai, isme 4 phases hote hain - prophase, metaphase, anaphase, aur telophase.",8.5
