sample_id,question,technique,generated_answer,latency_sec,tokens,ground_truth,quality_score
2,"Sir, kya aap bata sakte hain ki Mughal empire ka itihaas kya hai?",rag_style,"Arre bhai, Mughal empire ka itihaas bahut lamba aur majboot hai. Unka vikas 1526 se 1756 tak tha. Mughal empire ka sabse pehla padron waali shakha Babur se shuru hui, jinhone Afghanistan ki takkar mein Humayun ko haraya tha. Lekin baad mein Humayun ne apne bhai Samrat Vikramaditya aur Sher Shah Suri ke khilaaf ladaai ladi aur jeet haasil ki.

Aur phir, Humayun ne apne putra Akbar ko sarkar ki baadshahat sambhali. Akbar ne Mughal sarkar ko bahut majboot banaya aur unhone apne vishal sarkar mein s",8.832,742,"Mughal empire ka itihaas 1526 se 1857 tak ka hai. Iska sansthaapak Babur tha, jo ek turk shaasak tha. Unke baad, Humayun, Akbar, Jahangir, Shahjahan, aur Aurangzeb jaise maharath shaasak huye.",8.5
2,"Sir, kya aap bata sakte hain ki Mughal empire ka itihaas kya hai?",tree_of_thought,"Mujhe 3 tarah se sochne ka mauka milega:

1. **Mughal Empire ka sankshipt itihaas**: Mughal sarkar 1526 mein Babar ke dwara sthapit hui thi aur 1857 tak prasiddh thi. Ismein Akbar, Jahangir, Shahjahan, aur Aurangzeb jaise pramukh sultan shamil hain. Yeh sarkar Bharat mein ek prasiddh sultanat rahi aur iska itihaas Bharatiya itihaas ke ek mahatvapoorn hisse ka hissa hai.

2. **Mughal Empire ka samajik aur arthik itihaas**: Mughal sarkar ne Bharat mein ek prasiddh samajik aur arthik nirmaan kiya. ",6.112,603,"Mughal empire ka itihaas 1526 se 1857 tak ka hai. Iska sansthaapak Babur tha, jo ek turk shaasak tha. Unke baad, Humayun, Akbar, Jahangir, Shahjahan, aur Aurangzeb jaise maharath shaasak huye.",8.5
2,"Sir, kya aap bata sakte hain ki Mughal empire ka itihaas kya hai?",agentic_context,"Arre, Mughal Samrajya ka itihaas bahut hi sundar aur bada hai. Iska shuruaat 1526 mein hua tha jab Babur ne Pani Pat aur Muhammad Lodi ke khilaaf ladai mein jeet ki thi aur Mughal Samrajya ki sthapana ki.

Uske baad, Humayun ne apne purushartha se Babur ki aagahi ko poora kiya aur Mughal Samrajya ko aage badha. Lekin unki maut ke baad, Akbar ne Mughal Samrajya ko ek naya yogdan diya. Vah ek adhikarshil aur shikshit shasan karne wala raja tha jo Apne desh ko ek samriddh aur sthaanstaalit samaj me",7.277,544,"Mughal empire ka itihaas 1526 se 1857 tak ka hai. Iska sansthaapak Babur tha, jo ek turk shaasak tha. Unke baad, Humayun, Akbar, Jahangir, Shahjahan, aur Aurangzeb jaise maharath shaasak huye.",8.5
3,"Ma'am, mitosis kya hota hai, isme kitne phases hote hain?",zero_shot,"Arre beta, mitosis ek prakaar ka cell division hai. Ismein do types hote hain, interphase aur mitotic phase. 

Interphase mein, cell ko relax karna hota hai aur DNA ko replicate karna hota hai. Yeh phase mein 3 sub-phases hote hain: G1, S aur G2.

Mitotic phase mein, cell ko divide karna hota hai aur do bache hote hain. Yeh phase mein 5 sub-phases hote hain: prophase, metaphase, anaphase, telophase aur cytokinesis.

To, mitosis mein 8 phases hoti hain: G1, S, G2, prophase, metaphase, anaphase, t",2.485,236,"Mitosis ek tarah ka cell division process hai, isme 4 phases hote hain - prophase, metaphase, anaphase, aur telophase.",8.5
3,"Ma'am, mitosis kya hota hai, isme kitne phases hote hain?",few_shot,"Beta, mitosis hai cell division ka ek prakriya. Ye prakriya do sabhi cell ke liye zaroori hai, jabki cell apne size aur shape ko badhane ke liye. Ismein kuchh phases hote hain:

1. Prophase: Is phase mein chromatin (DNA) condense ho jaata hai aur mitotic spindle ban jaata hai.
2. Metaphase: Is phase mein sister chromatids ke beech se fibre ban jaati hain aur unhein metaphase plate par rakha jaata hai.
3. Anaphase: Is phase mein sister chromatids alag-alag hokar cell ke andar ki direction mein ba",2.759,303,"Mitosis ek tarah ka cell division process hai, isme 4 phases hote hain - prophase, metaphase, anaphase, aur telophase.",8.5
3,"Ma'am, mitosis kya hota hai, isme kitne phases hote hain?",chain_of_thought,"Arre, mitosis ke bare mein jaante hain? 

Step 1: Mitosis ek prakriya hai jo vivah kaamnayein banane ya vivah kram mein vivah kaamnayein ki purnata karna hota hai.

Step 2: Is prakriya mein, vivah kaamnayein ki purnata hoti hai aur uske baad woh do vivah kaamnayein bante hain.

Step 3: Mitosis ke phases ko hum 5 phases mein alag-alag kar sakte hain. 

Step 4: Phase 1: Prophase - Is phase mein vivah kaamnayein ki purnata hoti hai aur mitotic spindle banata hai.

Step 5: Phase 2: Metaphase - Is ph",3.788,454,"Mitosis ek tarah ka cell division process hai, isme 4 phases hote hain - prophase, metaphase, anaphase, aur telophase.",8.5
3,"Ma'am, mitosis kya hota hai, isme kitne phases hote hain?",structured_context,"{""answer"": ""Mitosis ek prakaar ke srot hai jahan se kaiya ki cell ki vibhajan hoti hai, ismein 5 phases hote hain: Interphase, Prophase, Metaphase, Anaphase aur Telophase. "", ""explanation"": ""Mitosis ki prakriya mein, cell ki DNA ka ek paatla copy banata hai aur iski vibhajan hoti hai, jabki cell ke andar ke anya karkon ko bhi vibhajan hota hai. Is prakriya ka lakshya cell ki vibhajan hota hai, jisse naya kaiya ki cell ban jati hai. Mitosis ki 5 phases ke beech, cell ki DNA ki vibhajan hoti hai a",3.584,265,"Mitosis ek tarah ka cell division process hai, isme 4 phases hote hain - prophase, metaphase, anaphase, aur telophase.",8.5
3,"Ma'am, mitosis kya hota hai, isme kitne phases hote hain?",hierarchical_context,ERROR,0.0,0,"Mitosis ek tarah ka cell division process hai, isme 4 phases hote hain - prophase, metaphase, anaphase, aur telophase.",0.0
3,"Ma'am, mitosis kya hota hai, isme kitne phases hote hain?",rag_style,"Mitosis kya hai, yaar? Mitosis ek prakriya hai jismein ek jeev kelli (cell) ka dhaava (division) hota hai do alag-alag jeevi kelli mein. 

Isme kitne phases hote hain? Mitosis mein 4 phases hote hain: 

1. Prophase: Yahaan se shuruat hoti hai, jismein kelli ki DNA aakarshit hoti hai aur mitotic spindle ki sthiti taiyaar hoti hai. 
2. Metaphase: Yahaan DNA ke chromosomes kelli ke center par jate hain aur mitotic spindle ke saath jude hote hain.
3. Anaphase: Yahaan DNA ke chromosomes do alag-alag ",9.825,375,"Mitosis ek tarah ka cell division process hai, isme 4 phases hote hain - prophase, metaphase, anaphase, aur telophase.",8.5
3,"Ma'am, mitosis kya hota hai, isme kitne phases hote hain?",tree_of_thought,"Mitosis ke baare mein sochne ke baad, main yeh 3 tarah se soch sakta hoon:

1. **Mitosis ko cell division ke roop mein dekha jaa sakta hai**: Yeh ek prakriya hai jismein cell ki DNA ka apnaatam karte hue do naye alag-alag cell utpann hote hain.

2. **Mitosis ke phases ke baare mein sochta hoon**: Mitosis mein kuchh mahatvapurn phases hote hain, jaise ki Interphase, Prophase, Metaphase, Anaphase aur Telophase. In phases ke madhyam se cell ki DNA ka apnaatam hota hai.

3. **Mitosis ko biology ke a",3.845,425,"Mitosis ek tarah ka cell division process hai, isme 4 phases hote hain - prophase, metaphase, anaphase, aur telophase.",8.5
3,"Ma'am, mitosis kya hota hai, isme kitne phases hote hain?",agentic_context,"Arre, mitosis ek process hai jismein ek cell apni bari se doh alag-alag cell banati hai. Yeh process bachchon ke development mein bahut zaroori hai.

Step 1: Understand question - Mitosis kya hota hai aur isme kitne phases hote hain?

Step 2: Recall knowledge - Mitosis mein chaar phases hote hain: 

1. **Interphase**: Yeh phase hai jab cell apne DNA ko prepare karta hai mitosis ke liye. Is phase mein cell apne DNA ko replicate karta hai aur apne mitotic apparatus ko prepare karta hai.

2. **Prop",3.913,486,"Mitosis ek tarah ka cell division process hai, isme 4 phases hote hain - prophase, metaphase, anaphase, aur telophase.",8.5
4,Jab bachcha paida hota hai toh uski kya condition hoti hai?,zero_shot,"Jab bachcha paida hota hai toh uski condition bahut dilchasp aur labhdaar hoti hai. Is samay uski aatma aur sharir doosre se alag hota hai. 

Jaise, aatma uske shareer mein aati hai aur uska pran, jiv, ya aatma uske shareer mein aata hai. 

Aur sharir uske ma-baap se milne ke baad, uske shareer mein aata hai.",3.437,177,Bachcha lifeless paida hota hai,2.0
4,Jab bachcha paida hota hai toh uski kya condition hoti hai?,few_shot,"Bhaiya, jab bachcha paida hota hai toh uski condition aaram se hoti hai. Doctor uske liye kuch check-up karte hain aur phir usko apne maa-papa ke saath milaya jata hai. Unka naam bhi lagaya jata hai aur phir uska jeevan shuru hota hai.",1.306,172,Bachcha lifeless paida hota hai,2.0
4,Jab bachcha paida hota hai toh uski kya condition hoti hai?,chain_of_thought,"Arre bhai, yeh sawal bahut achiyaan hai. Mere paas step-by-step jankari hai.

Sabse pehle, jab bachcha paida hota hai toh uski condition bahut kamjor hoti hai. Iske liye kuchh reasons hain:

1. Bachcha ka sharir bahut kamjor hota hai, isliye uske liye oxygen ki zaroorat bahut jyada hoti hai.
2. Bachcha ka dhaman aur nadiyan bahut kamjor hoti hain, isliye uske liye blood ki zaroorat bahut jyada hoti hai.
3. Bachcha ka mann bahut kamjor hota hai, isliye uske liye energy ki zaroorat bahut jyada hot",1.936,500,Bachcha lifeless paida hota hai,8.5
4,Jab bachcha paida hota hai toh uski kya condition hoti hai?,structured_context,"{""answer"": ""Uski aapni tanaav, shuith, aur shwasna sthiti ka dhyan rakha jaata hai."", ""explanation"": ""Jab bachcha paida hota hai, toh uska sharir tanaav se bhara hota hai aur shuith hota hai. Iske alawa, uski shwasna sthiti bhi badal jaati hai, jisse bachcha pahle se badh jaata hai.""}",4.406,181,Bachcha lifeless paida hota hai,3.0
4,Jab bachcha paida hota hai toh uski kya condition hoti hai?,hierarchical_context,"Beta, jab bachcha paida hota hai toh uski ek kathin aur anokhi sthiti hoti hai. Is samay, uski jeevan shuruaat hoti hai aur ismein bahut saare changes hone lagte hain.

Iske kuch mukhya changes hain:

1. **Anjaanata**: Bachcha paida hone ke baad, uski anjaanata hoti hai. Vah kuch bhi samjh nahi sakta hai aur apne aas-paas ke logon ke alawa kuch nahi jaanta hai.
2. **Nishkarsh**: Bachcha paida hone ke kuch samay baad, uski nishkarsh shuru hoti hai. Inmein, uski aankhen khul jati hain aur vah apne",3.16,633,Bachcha lifeless paida hota hai,8.5
4,Jab bachcha paida hota hai toh uski kya condition hoti hai?,rag_style,"Bachche ki paidaish ke baad ki condition yeh hoti hai: 

1. Vah choti si aatma hoti hai, jismein unka dil, damaan, fuf, pachan trakt, hriday, aur nasa aur hriday ki doosri mukhya shakti hoti hai.

2. Uska vajan lagbhag 2.5 se 3 kilogram hota hai.

3. Bachche ki oonchai lagbhag 45-50 centimeter hoti hai.

4. Uska shareer bhooraa rang ka hota hai aur usmein choti-choti dandiyaan aur haath hoti hain.

5. Bachche ki aankhon mein kala lagbhag 2-3 mahine ke baad dikhne lagti hai.

6. Uska damaan lagbh",5.785,347,Bachcha lifeless paida hota hai,8.5
4,Jab bachcha paida hota hai toh uski kya condition hoti hai?,tree_of_thought,"Mujhe 3-4 vajahon se iske answers mil rahe hain:

1. **Maanav vikaas ke anusaar**: Jaise hi bachcha paida hota hai, uski umar 0 saal hoti hai aur veh is samay kisi bhi condition mein nahi hota hai. Veh ek nayi jeev hai, jismein unke shareer mein aatmvaishishtta nahi hai. 

2. **Maanav shaareerik jeevan ke anusaar**: Jaise hi bachcha paida hota hai, uske shareer mein kai karyakram chalta rahta hai, jaise ki hriday ka dhaaban, shwasan, itihasik aatmvaishishtta ka vikaas, etc. Is prakaar, uski shar",4.073,531,Bachcha lifeless paida hota hai,8.5
